iter	Logloss
123	0.288146875
124	0.2876615967
125	0.2872970947
126	0.2869443604
127	0.2866319824
128	0.2862630615
129	0.285953833
130	0.285682959
131	0.2854020508
132	0.2850741211
133	0.2847937256
134	0.2844700928
135	0.2842127441
136	0.283943457
137	0.2837211426
138	0.2834687256
139	0.2831602539
140	0.282930957
141	0.2826819092
142	0.2824487793
143	0.2821915771
144	0.281947583
145	0.2817009277
146	0.2813899414
147	0.2811135498
148	0.2808299805
149	0.2805135742
150	0.2803040283
151	0.280086792
152	0.2799021729
153	0.2796320801
154	0.2794356934
155	0.2790718262
156	0.2788433838
157	0.2785766602
158	0.2783689941
159	0.2781650391
160	0.2779218262
161	0.2776737793
162	0.277487915
163	0.2773038818
164	0.2770834229
165	0.2768140625
166	0.2765588623
167	0.2763700684
168	0.2761303467
169	0.2759770752
170	0.2757826172
171	0.2755556152
172	0.2753588379
173	0.27520271
174	0.2749931885
175	0.2747643555
176	0.274579541
177	0.2744308838
178	0.2742199951
179	0.2740424316
180	0.2737633789
181	0.2736205078
182	0.2734253662
183	0.2730951172
184	0.2729356445
185	0.2727797119
186	0.2725753906
187	0.2723324951
188	0.2721436279
189	0.2720143799
190	0.271828418
191	0.2716168213
192	0.2714208496
193	0.2712915283
194	0.2711652344
195	0.2710305176
196	0.2709057861
197	0.2706928467
198	0.270542749
199	0.2704327393
200	0.2702070557
201	0.2700836914
202	0.2698615967
203	0.2696381592
204	0.2694947754
205	0.2693226318
206	0.2691986572
207	0.2690359863
208	0.2689012451
209	0.2687544922
210	0.2685905273
211	0.2684534668
212	0.268329248
213	0.2681207031
214	0.2679982422
215	0.2679049316
216	0.2677728516
217	0.2675052002
218	0.2673879395
219	0.2672590332
220	0.267139502
221	0.2670249756
222	0.2667825195
223	0.2666621582
224	0.2664814941
225	0.2663272461
226	0.266272876
227	0.2661515625
228	0.2660178223
229	0.2659256836
230	0.2658036621
231	0.265548291
232	0.2654307373
233	0.2653105713
234	0.2651324707
235	0.2649455811
236	0.2647604004
237	0.264656543
238	0.2645325195
239	0.2643909912
240	0.2642795654
241	0.2641231689
242	0.2640208252
243	0.2639014893
244	0.2637608154
245	0.2636320068
246	0.2635245117
247	0.2633351562
248	0.2632261963
249	0.2631163818
250	0.2629765869
251	0.2628371094
252	0.2627276855
253	0.262653418
254	0.2625263672
255	0.2624230225
256	0.2622983887
257	0.2622245361
258	0.2621246826
259	0.262027002
260	0.2617906982
261	0.2615726807
262	0.2615196533
263	0.2612896484
264	0.2610768555
265	0.2609931152
266	0.2608740234
267	0.26080354
268	0.260716333
269	0.2605280762
270	0.2603504395
271	0.2602649902
272	0.2601036865
273	0.2599564941
274	0.2598045898
275	0.2597218994
276	0.2595878662
277	0.2595300537
278	0.2593951416
279	0.2593025635
280	0.259215625
281	0.2590646729
282	0.2589621826
283	0.2588553711
284	0.2587562744
285	0.2586892578
286	0.2586063477
287	0.2584362305
288	0.2583504883
289	0.2581648193
290	0.2580487793
291	0.2579496582
292	0.2578135498
293	0.2577074707
294	0.257589917
295	0.2575163574
296	0.2574396973
297	0.2573473389
298	0.2572682861
299	0.2571558105
300	0.2570754883
301	0.25698479
302	0.2568629883
303	0.2567806641
304	0.2566900391
305	0.2565856445
306	0.2564952637
307	0.2564175049
308	0.256326001
309	0.2562668213
310	0.2561372559
311	0.2560269531
312	0.2559293457
313	0.2557468506
314	0.255655249
315	0.2555804443
316	0.2554911865
317	0.2554159912
318	0.255301001
319	0.2552056641
320	0.2551152588
321	0.255035791
322	0.2549526611
323	0.2548609863
324	0.2547924561
325	0.2547109863
326	0.2546217529
327	0.2545613037
328	0.254513208
329	0.2544284912
330	0.2542693115
331	0.25414729
332	0.254076709
333	0.253997998
334	0.2538911377
335	0.2536782715
336	0.2536007813
337	0.2534617432
338	0.2533069824
339	0.2531878418
340	0.2531366455
341	0.2530728516
342	0.2529785645
343	0.2528388672
344	0.2527586182
345	0.2526946289
346	0.2526435791
347	0.2525924805
348	0.2525142822
349	0.2524267822
350	0.2523160156
351	0.2522243652
352	0.2521062744
353	0.2520275146
354	0.2518971924
355	0.2518372803
356	0.2517335449
357	0.2516617432
358	0.2515803955
359	0.2515038818
360	0.2514416504
361	0.2513828125
362	0.2513174561
363	0.2512599609
364	0.2511296631
365	0.2510704346
366	0.250989502
367	0.2509049805
368	0.2508081787
369	0.2507490967
370	0.250586377
371	0.2505211182
372	0.2504481934
373	0.2503988281
374	0.2503259277
375	0.250191748
376	0.250128418
377	0.2500720215
378	0.2499984375
379	0.2498959473
380	0.2498355713
381	0.2497626953
382	0.2496900879
383	0.2495868164
384	0.249523584
385	0.249462793
386	0.2493569336
387	0.2493146729
388	0.2492327881
389	0.2491694824
390	0.2490972656
391	0.2490172363
392	0.2488713135
393	0.2487729004
394	0.2487104004
395	0.2486703613
396	0.2486236328
397	0.2485132812
398	0.2483736572
399	0.2482615234
400	0.2481779541
401	0.2480569336
402	0.247996875
403	0.2479408936
404	0.247864624
405	0.2478233154
406	0.2477303955
407	0.2476395996
408	0.2475779053
409	0.2474862305
410	0.247437085
411	0.2473836426
412	0.2473021484
413	0.247251709
414	0.2471907471
415	0.2471438721
416	0.2471066406
417	0.2469918701
418	0.2469241943
419	0.246820459
420	0.2467485107
421	0.2466816162
422	0.2465399414
423	0.2464682617
424	0.2464113525
425	0.2463407959
426	0.2462647949
427	0.2462006592
428	0.2460924316
429	0.2460119141
430	0.2459315186
431	0.2458840332
432	0.2458321289
433	0.2457701904
434	0.2456595215
435	0.2455929199
436	0.2455457764
437	0.2454992432
438	0.2453919922
439	0.2453414795
440	0.2452698975
441	0.2451538086
442	0.2450828369
443	0.2450435059
444	0.2449888428
445	0.2449289795
446	0.2448720947
447	0.2448265625
448	0.2447198975
449	0.2446468262
450	0.2445896973
451	0.2445457275
452	0.2443991699
453	0.2443239502
454	0.244265625
455	0.2442239258
456	0.2441316895
457	0.2440581299
458	0.2439793213
459	0.2439453613
460	0.2439053955
461	0.2438213867
462	0.2437637695
463	0.2437306641
464	0.2436902832
465	0.2436238281
466	0.2435868652
467	0.2435201904
468	0.2434785156
469	0.2434370605
470	0.2433637695
471	0.2432967041
472	0.2432496582
473	0.2431943604
474	0.2431
475	0.2430250977
476	0.2429772461
477	0.2429226074
478	0.242881958
479	0.2428345703
480	0.2427726807
481	0.2427347656
482	0.2426806152
483	0.2426265137
484	0.2425858398
485	0.2425059082
486	0.2424533691
487	0.2424240723
488	0.2423796387
489	0.2423334717
490	0.2422838379
491	0.2422446777
492	0.2421953613
493	0.2421497559
494	0.2420446777
495	0.241966748
496	0.2419023926
497	0.2418181396
498	0.2417651367
499	0.2417224854
500	0.2416298096
501	0.2415623535
502	0.2415081543
503	0.2414632324
504	0.2414242188
505	0.2413293945
506	0.2412875732
507	0.2412424561
508	0.2411984863
509	0.2411297363
510	0.2410772705
511	0.2410253906
512	0.2408601318
513	0.2407750977
514	0.2407299072
515	0.2406696777
516	0.2406298828
517	0.2405683105
518	0.2404762939
519	0.2403634277
520	0.2403052002
521	0.2402381348
522	0.2401602539
523	0.2400948242
524	0.2400477295
525	0.239976416
526	0.2399379883
527	0.2398861084
528	0.2398352051
529	0.2397878418
530	0.2397324951
531	0.2396982178
532	0.2396321533
533	0.2395656982
534	0.2394987305
535	0.2394520264
536	0.239393457
537	0.2393641357
538	0.2393168457
539	0.2392697021
540	0.2392253418
541	0.2391912598
542	0.2391399902
543	0.239099585
544	0.2390486328
545	0.2389928955
546	0.2389169678
547	0.2388843506
548	0.2388494385
549	0.2388000977
550	0.2387474365
551	0.2387159912
552	0.2386603027
553	0.2386061279
554	0.2385613037
555	0.238526416
556	0.2384844482
557	0.2384463379
558	0.2384251221
559	0.2383996582
560	0.2383093018
561	0.238256958
562	0.2382179932
563	0.2381620361
564	0.2380671875
565	0.2380304199
566	0.2379889404
567	0.2379550781
568	0.2379197266
569	0.2378479248
570	0.2377974609
571	0.2377477783
572	0.237707666
573	0.2376317871
574	0.2375814453
575	0.2375452881
576	0.2375042969
577	0.2374637207
578	0.2374326416
579	0.2373989258
580	0.237350415
581	0.2372742187
582	0.2372318359
583	0.2371916992
584	0.2371462646
585	0.2370776855
586	0.2370386963
587	0.2369638184
588	0.2369075684
589	0.2368084473
590	0.236778418
591	0.2366939453
592	0.2366588867
593	0.2366124756
594	0.2365858643
595	0.236531543
596	0.2364812988
597	0.2364480469
598	0.2363470215
599	0.23632854
600	0.236278833
601	0.2362247803
602	0.2361608398
603	0.2361126709
604	0.2360746582
605	0.2360490723
606	0.236006543
607	0.2359785156
608	0.2359381104
609	0.23589021
610	0.2358321289
611	0.2357781738
612	0.2357373047
613	0.2357000488
614	0.2356542236
615	0.2355974121
616	0.2355541016
617	0.2355032715
618	0.2354354248
619	0.2353781494
620	0.2353412598
621	0.2352631348
622	0.2352299561
623	0.2351870605
624	0.2351249756
625	0.2350951416
626	0.2350477783
627	0.2349944336
628	0.2349568115
629	0.2349196777
630	0.2348790283
631	0.2348167725
632	0.2347662842
633	0.2347324463
634	0.2346918945
635	0.2346266357
636	0.2345781982
637	0.23452146
638	0.234481958
639	0.2344223633
640	0.2343998291
641	0.2343677246
642	0.2343286133
643	0.2342763184
644	0.2342358154
645	0.2341929688
646	0.2341522461
647	0.234063501
648	0.2339892822
649	0.2339429199
650	0.2339032959
651	0.2338531738
652	0.2337672119
653	0.2337338623
654	0.233669165
655	0.2336035156
656	0.2335716309
657	0.2335070557
658	0.2334743164
659	0.2334328857
660	0.2333934082
661	0.2333591064
662	0.2333070312
663	0.2332658691
664	0.2332080566
665	0.2331687988
666	0.2330804199
667	0.2330490723
668	0.2330112549
669	0.2329765625
670	0.2329347168
671	0.2328789062
672	0.2328409912
673	0.2328003662
674	0.2327428467
675	0.2327106689
676	0.2326736572
677	0.2326214355
678	0.2325874756
679	0.2325149902
680	0.2324814941
681	0.2324474854
682	0.2324050537
683	0.2323752441
684	0.2323505615
685	0.2323062012
686	0.2322716553
687	0.2322343262
688	0.232121875
689	0.2320884521
690	0.2320559814
691	0.2320139404
692	0.2319707031
693	0.2319092529
694	0.2318839355
695	0.2318494873
696	0.2318236572
697	0.2317705078
698	0.2317152344
699	0.2316458252
700	0.2316045654
701	0.2315694336
702	0.2315206055
703	0.2314931641
704	0.2314474365
705	0.2313945313
706	0.2313671631
707	0.2313430908
708	0.2312831543
709	0.2312553711
710	0.2312056396
711	0.2311654785
712	0.231111377
713	0.2310583984
714	0.2309750488
715	0.2309413086
716	0.2309091797
717	0.2308425781
718	0.2308024658
719	0.2307653564
720	0.230727124
721	0.2307031738
722	0.2306467041
723	0.2306049805
724	0.2305506348
725	0.230519165
726	0.2304880859
727	0.2304499268
728	0.2304175293
729	0.2303924072
730	0.2303581543
731	0.2302959717
732	0.2302648926
733	0.2302222168
734	0.2301846436
735	0.2301422607
736	0.2300980225
737	0.2300751465
738	0.230006665
739	0.2299663574
740	0.2299241455
741	0.229876709
742	0.2298487549
743	0.2298175537
744	0.2297879395
745	0.2297406494
746	0.2297107422
747	0.2296528809
748	0.2296093506
749	0.2295734619
750	0.2295389648
751	0.22949021
752	0.2293688232
753	0.2293514404
754	0.2293042236
755	0.2292789551
756	0.2292370361
757	0.2292104492
758	0.2291431885
759	0.2290962158
760	0.2290593262
761	0.2289979736
762	0.2289651123
763	0.2289299072
764	0.2288996094
765	0.2288660645
766	0.228828125
767	0.2287963623
768	0.2287432861
769	0.2286537109
770	0.2286176025
771	0.2285666504
772	0.2285268555
773	0.2284204834
774	0.2283963623
775	0.2283710205
776	0.2283392578
777	0.2282826904
778	0.2282608398
779	0.2282287598
780	0.2281834229
781	0.2281442627
782	0.2281006836
783	0.2280712646
784	0.2280314453
785	0.2280167725
786	0.2279629395
787	0.2279122314
788	0.2278771484
789	0.2278138916
790	0.2277813721
791	0.2277391357
792	0.2277045898
793	0.2276854736
794	0.22766521
795	0.227637207
796	0.2276184082
797	0.22757771
798	0.227536084
799	0.2274942383
800	0.227463501
801	0.2274173584
802	0.2273803467
803	0.2273423584
804	0.2273218506
805	0.2272963135
806	0.2272683594
807	0.2272348877
808	0.2272129395
809	0.2271691406
810	0.2271371094
811	0.2271047119
812	0.2270784912
813	0.2270379395
814	0.2270060303
815	0.2269673828
816	0.2269135498
817	0.2268825439
818	0.2268736572
819	0.226828833
820	0.226813623
821	0.2267662598
822	0.2267528564
823	0.2267346436
824	0.2266899414
825	0.2266563232
826	0.2266108887
827	0.2265891113
828	0.226534375
829	0.2265030029
830	0.2264535156
831	0.2264196777
832	0.2263926025
833	0.2263526611
834	0.2263115234
835	0.2262797363
836	0.2262434082
837	0.226210376
838	0.2261608398
839	0.226126001
840	0.2260892334
841	0.2260546387
842	0.2260180176
843	0.2259679932
844	0.2259237793
845	0.2258710449
846	0.2258118408
847	0.2257604248
848	0.2257265625
849	0.2256598389
850	0.2256227539
851	0.2255783691
852	0.2255217285
853	0.2254878906
854	0.2254485352
855	0.225413208
856	0.2253836914
857	0.2253383789
858	0.2253070557
859	0.2252653076
860	0.2252154785
861	0.2251790039
862	0.225137793
863	0.2251249023
864	0.2251022949
865	0.2250823242
866	0.2250426025
867	0.2249918457
868	0.2249464355
869	0.2248860107
870	0.2248689209
871	0.2248087646
872	0.2247631348
873	0.2247267822
874	0.2247020996
875	0.2246783936
876	0.2246574219
877	0.2246322266
878	0.2245733643
879	0.2245487549
880	0.2245069336
881	0.2244746826
882	0.2244620605
883	0.2244079346
884	0.2243797852
885	0.2243259521
886	0.2243010986
887	0.2242787354
888	0.2242358643
889	0.2241988281
890	0.2241630615
891	0.2241197021
892	0.2240887207
893	0.2240613281
894	0.2240360596
895	0.2239865723
896	0.2239366699
897	0.2238965576
898	0.2238506104
899	0.2238198242
900	0.2237489502
901	0.2237053467
902	0.2236723145
903	0.2236241455
904	0.2235907471
905	0.2235467285
906	0.2235154541
907	0.2234597412
908	0.223429541
909	0.2234000244
910	0.2233525391
911	0.2233337646
912	0.2232973145
913	0.2232556396
914	0.2231937988
915	0.2231270264
916	0.2231022461
917	0.2230618896
918	0.2229949707
919	0.2229636963
920	0.2228840088
921	0.2228409912
922	0.2227931641
923	0.2227624023
924	0.2227437988
925	0.2227323486
926	0.2226949219
927	0.222652417
928	0.222619165
929	0.2225790771
930	0.2225393311
931	0.2225251709
932	0.2225021484
933	0.2224774902
934	0.2224345459
935	0.2223995605
936	0.2223771973
937	0.22234375
938	0.2222988281
939	0.2222568115
940	0.222221167
941	0.2221907227
942	0.2221636719
943	0.2221508301
944	0.222109668
945	0.22207146
946	0.2220467529
947	0.2219952148
948	0.2219830566
949	0.2219188721
950	0.2218847412
951	0.2218471191
952	0.2218208252
953	0.2217825684
954	0.2217490967
955	0.2217393066
956	0.2217095947
957	0.2216881348
958	0.2216424072
959	0.2216039307
960	0.2215592529
961	0.2215385986
962	0.2214924805
963	0.2214528076
964	0.2214229736
965	0.2214045654
966	0.2213971436
967	0.2213571777
968	0.2213338135
969	0.2212870361
970	0.2212540527
971	0.2212192871
972	0.2211665771
973	0.2211602539
974	0.2211058594
975	0.2210810547
976	0.2210516113
977	0.2210112549
978	0.2209769775
979	0.2209482422
980	0.220892334
981	0.2208819092
982	0.2208665771
983	0.2208222412
984	0.2207834717
985	0.2207409668
986	0.2207150879
987	0.2206872559
988	0.2206697754
989	0.2206393311
990	0.2206050293
991	0.2205715576
992	0.2205526123
993	0.2205080811
994	0.2204881836
995	0.2204482666
996	0.2204098145
997	0.2203550293
998	0.2203236816
999	0.2202952881
1000	0.2202475586
1001	0.2202176758
1002	0.2201915527
1003	0.2201522949
1004	0.2201344971
1005	0.2200944092
1006	0.2200702881
1007	0.2200023437
1008	0.2199625732
1009	0.219917041
1010	0.2198988037
1011	0.2198690674
1012	0.2197656982
1013	0.2197456787
1014	0.2197242676
1015	0.2196942627
1016	0.2196729248
1017	0.2196308594
1018	0.2196161865
1019	0.2195809326
1020	0.2195359619
1021	0.2194983887
1022	0.2194639404
1023	0.219413916
1024	0.2193746826
1025	0.2193655273
1026	0.219348877
1027	0.2193199707
1028	0.2192913086
1029	0.2191891357
1030	0.2191229492
1031	0.219081543
1032	0.21904729
1033	0.2189879639
1034	0.2189616211
1035	0.2189405029
1036	0.2189113525
1037	0.2188776611
1038	0.21884729
1039	0.2188425781
1040	0.2187992432
1041	0.2187770508
1042	0.2187483643
1043	0.2187166748
1044	0.2187055176
1045	0.2186719238
1046	0.2186521729
1047	0.2186084961
1048	0.2185776367
1049	0.2185127686
1050	0.2184992676
1051	0.2184544189
1052	0.2184463867
1053	0.2184206299
1054	0.2183841309
1055	0.2183424561
1056	0.2183036621
1057	0.2182549316
1058	0.2182385498
1059	0.2182243164
1060	0.2181805664
1061	0.2181110107
1062	0.2180591797
1063	0.2180349365
1064	0.2180199951
1065	0.2179802734
1066	0.2179384033
1067	0.2179142578
1068	0.2178902588
1069	0.2178492676
1070	0.2178196289
1071	0.2177685059
1072	0.2177388916
1073	0.217705957
1074	0.2176814697
1075	0.2176520996
1076	0.217617627
1077	0.2175921143
1078	0.217567627
1079	0.2175457764
1080	0.217521167
1081	0.2174893066
1082	0.2174479736
1083	0.2174182373
1084	0.217407959
1085	0.2173864502
1086	0.2173476318
1087	0.2173181641
1088	0.2172906006
1089	0.217285376
1090	0.2172411133
1091	0.217213208
1092	0.2171993896
1093	0.217147583
1094	0.2170962891
1095	0.2170714355
1096	0.217031543
1097	0.2170079102
1098	0.2169922119
1099	0.2169715088
1100	0.2169516846
1101	0.2169057129
1102	0.2168832764
1103	0.2168507568
1104	0.2168239746
1105	0.2167942871
1106	0.2167309814
1107	0.2166939209
1108	0.2166607422
1109	0.2166424316
1110	0.2166221924
1111	0.2165957275
1112	0.2165729736
1113	0.2165267822
1114	0.2164820068
1115	0.216452124
1116	0.2164224854
1117	0.2163927002
1118	0.2163596924
1119	0.2163339355
1120	0.2163076416
1121	0.2162895264
1122	0.2162427002
1123	0.2162147461
1124	0.2161845703
1125	0.2161691895
1126	0.2161421875
1127	0.2161071289
1128	0.2160818604
1129	0.2160514893
1130	0.2160229248
1131	0.215981543
1132	0.2159453369
1133	0.2159421143
1134	0.2159004395
1135	0.2158797363
1136	0.2158491211
1137	0.2158200195
1138	0.2158155762
1139	0.2157708008
1140	0.2157388184
1141	0.2157124268
1142	0.2156817871
1143	0.2156781006
1144	0.2156748535
1145	0.2156443848
1146	0.2156257568
1147	0.2156161865
1148	0.2155985352
1149	0.2155550049
1150	0.2155340088
1151	0.2155104004
1152	0.2154906738
1153	0.2154523926
1154	0.2154494873
1155	0.2154330078
1156	0.2153851074
1157	0.2153720947
1158	0.215323877
1159	0.2153202148
1160	0.2153030029
1161	0.2152753906
1162	0.2152481445
1163	0.2152191406
1164	0.2151952881
1165	0.2151586426
1166	0.2151358398
1167	0.2151071777
1168	0.215073584
1169	0.215051001
1170	0.2150151123
1171	0.2150065186
1172	0.2149804199
1173	0.214944458
1174	0.2149125732
1175	0.2148824219
1176	0.214844043
1177	0.2148113525
1178	0.2147878174
1179	0.2147575195
1180	0.2147360352
1181	0.214683374
1182	0.2146474121
1183	0.2146279053
1184	0.2146049072
1185	0.2145605469
1186	0.2145494141
1187	0.2145188232
1188	0.2144802246
1189	0.2144460449
1190	0.2144152344
1191	0.2143921143
1192	0.214342627
1193	0.2143056641
1194	0.2142928711
1195	0.2142912598
1196	0.2142860352
1197	0.2142713623
1198	0.2142565186
1199	0.2142531006
1200	0.2142450195
1201	0.2142125732
1202	0.2141686768
1203	0.2141362305
1204	0.214122876
1205	0.2140970459
1206	0.2140693604
1207	0.2140323486
1208	0.213999707
1209	0.2139615967
1210	0.2139303711
1211	0.2138949707
1212	0.2138788574
1213	0.2138658203
1214	0.2138627441
1215	0.2138499268
1216	0.2138085205
1217	0.2137788818
1218	0.2137532715
1219	0.2137231689
1220	0.2136814209
1221	0.2136596436
1222	0.2136247314
1223	0.213609375
1224	0.2135973145
1225	0.2135849609
1226	0.2135683105
1227	0.2135644531
1228	0.2135431641
1229	0.2135119873
1230	0.2134821777
1231	0.2134476318
1232	0.2133877197
1233	0.213353833
1234	0.2133316162
1235	0.2133055176
1236	0.2132812744
1237	0.2132454102
1238	0.2132208008
1239	0.2131861816
1240	0.2131652588
1241	0.2131303223
1242	0.21312854
1243	0.2130889648
1244	0.2130701904
1245	0.2130409912
1246	0.2130086914
1247	0.2129643799
1248	0.2129494385
1249	0.2129082275
1250	0.2128912109
1251	0.2128653564
1252	0.2128598389
1253	0.2128217529
1254	0.2127922363
1255	0.212763208
1256	0.2127453857
1257	0.2127254639
1258	0.2127052734
1259	0.212677002
1260	0.2126486084
1261	0.2126102051
1262	0.2125783203
1263	0.2125429688
1264	0.2124963379
1265	0.2124399658
1266	0.2124005371
1267	0.2123842041
1268	0.2123433594
1269	0.2123141846
1270	0.2122856934
1271	0.2122477295
1272	0.2122243164
1273	0.212195459
1274	0.2121856445
1275	0.2121587646
1276	0.212142041
1277	0.2121008545
1278	0.2120817871
1279	0.2120613281
1280	0.2120154785
1281	0.2119960205
1282	0.2119808838
1283	0.2119487305
1284	0.2119250977
1285	0.21187771
1286	0.2118577148
1287	0.2118365967
1288	0.2118216309
1289	0.2118045166
1290	0.2117984863
1291	0.2117839111
1292	0.2117350342
1293	0.2117131348
1294	0.2116911377
1295	0.2116473145
1296	0.2116165771
1297	0.2115786621
1298	0.211548584
1299	0.2115195068
1300	0.2114702148
1301	0.2114665527
1302	0.2114400879
1303	0.2114250977
1304	0.2113956299
1305	0.2113580566
1306	0.211323999
1307	0.2112871094
1308	0.2112648193
1309	0.211252832
1310	0.2112177979
1311	0.2111696289
1312	0.2111306885
1313	0.2111013916
1314	0.2110582031
1315	0.2110540771
1316	0.2110231934
1317	0.2110199707
1318	0.2109976318
1319	0.2109580322
1320	0.210942627
1321	0.2109286621
1322	0.2108945557
1323	0.2108256348
1324	0.2107915771
1325	0.210761499
1326	0.2107476562
1327	0.210712207
1328	0.2106754883
1329	0.2106521973
1330	0.2106264648
1331	0.210580127
1332	0.2105448242
1333	0.210521875
1334	0.2104814453
1335	0.2104582764
1336	0.2104351563
1337	0.2103963623
1338	0.2103667725
1339	0.2103377686
1340	0.2102910156
1341	0.2102533203
1342	0.2102265137
1343	0.2101786621
1344	0.2101416992
1345	0.2100852051
1346	0.2100665039
1347	0.2100412598
1348	0.2100195801
1349	0.2099816895
1350	0.209946875
1351	0.2099098145
1352	0.2098857178
1353	0.2098737061
1354	0.2098443848
1355	0.2098116211
1356	0.2097948242
1357	0.2097719482
1358	0.2097560547
1359	0.2097164795
1360	0.209704834
1361	0.2096702393
1362	0.2096667236
1363	0.2096399414
1364	0.2096177246
1365	0.2095894043
1366	0.2095657959
1367	0.2095503418
1368	0.2095250732
1369	0.2095039551
1370	0.2094495361
1371	0.2094259277
1372	0.2094122803
1373	0.2093743408
1374	0.2093666016
1375	0.2093633301
1376	0.2093499756
1377	0.2093203613
1378	0.2092924805
1379	0.2092762695
1380	0.2092369385
1381	0.2092049316
1382	0.2091675293
1383	0.2091451904
1384	0.2091424805
1385	0.209088623
1386	0.2090657471
1387	0.2090480469
1388	0.209021582
1389	0.2090148926
1390	0.208981665
1391	0.2089255615
1392	0.2088859131
1393	0.2088706787
1394	0.2088418457
1395	0.208837793
1396	0.2088063965
1397	0.2087687988
1398	0.2087477783
1399	0.2087026123
1400	0.2086748779
1401	0.2086557129
1402	0.2086265625
1403	0.208594751
1404	0.2085729004
1405	0.2085409668
1406	0.2085206787
1407	0.2085004395
1408	0.2084788086
1409	0.2084574707
1410	0.2084409668
1411	0.208423291
1412	0.2083825928
1413	0.208366333
1414	0.2083488525
1415	0.2083341553
1416	0.2083308105
1417	0.208298291
1418	0.2082810059
1419	0.2082530518
1420	0.2082307861
1421	0.2082124023
1422	0.2081808105
1423	0.2081424316
1424	0.2081026855
1425	0.2080772217
1426	0.2080432861
1427	0.2080077637
1428	0.2079877197
1429	0.2079663818
1430	0.2079431885
1431	0.2078950928
1432	0.2078509521
1433	0.2078184814
1434	0.2077812744
1435	0.207743335
1436	0.2077176758
1437	0.2076762939
1438	0.2076702881
1439	0.2076455566
1440	0.2076058838
1441	0.2075646484
1442	0.2075507324
1443	0.2075151367
1444	0.2074824463
1445	0.2074551025
1446	0.2074171387
1447	0.2073928711
1448	0.2073644043
1449	0.2073180908
1450	0.2073024658
1451	0.2072730225
1452	0.2072613525
1453	0.2072324951
1454	0.2072195557
1455	0.2071914551
1456	0.207171167
1457	0.207133252
1458	0.207113208
1459	0.2071056885
1460	0.2070635742
1461	0.2070384766
1462	0.2070256836
1463	0.2069907715
1464	0.2069799805
1465	0.2069628418
1466	0.2069378174
1467	0.2069024658
1468	0.2068603027
1469	0.2068444824
1470	0.2068214355
1471	0.206817749
1472	0.2067999268
1473	0.2067630371
1474	0.2067491211
1475	0.2067095215
1476	0.2066616699
1477	0.2066237793
1478	0.2066064697
1479	0.2065979492
1480	0.2065856201
1481	0.2065589355
1482	0.2065404053
1483	0.2065043945
1484	0.2064614014
1485	0.2064037109
1486	0.2063782471
1487	0.2063459473
1488	0.2062964355
1489	0.2062671387
1490	0.2062193115
1491	0.2061772461
1492	0.2061666748
1493	0.2061530518
1494	0.2061070801
1495	0.2060797119
1496	0.2060451416
1497	0.2060226807
1498	0.2059954102
1499	0.2059520264
1500	0.2059296631
1501	0.2058837158
1502	0.2058595215
1503	0.2058393066
1504	0.2058268066
1505	0.2058163574
1506	0.2058023926
1507	0.2057853271
1508	0.2057442139
1509	0.2057186035
1510	0.2056789307
1511	0.2056494141
1512	0.2056400391
1513	0.2056208496
